link                                               ,Effective anisotropy constant (J/m3) ,magnetic anisotropy constant (J/m3) ,magnetocrystalline anisotropy constant (J/m3) ,Anisotropy constant ,mass_magnetic_susceptibility(emu/Oe*g) ,"length, nm" ,Core_composition_formula ,magnetization reversibility ,magnetocrystalline anisotropy energy (MAE) (J/m3) ,Curie temperature (K) ,exchange constant (J/m) *10^-12 ,Crystalline ,interdomain coupling (alpha) ,pinning loss (A/m) ,Effective anisotropy constant (kJ/m3) ,Spehricity ,volume            ,surface area    ,"width, nm" ,"depth, nm" ,Electronegativity core ,Elongation  ,Flatness    ,Space group ,Demagnetization factors (Nd) ,Saturation magnetization (emu/g) ,Coercivity (Oe) ,Remanence magnetization (emu/g) ,Shell composition (surface)                         ,shape name ,Max/min(size) ,surface                          ,pol                  ,surf                       ,Magnetic moment of core ,LogP of organic coating ,Number H acceptors of organic coating ,Field amplitude ,Field frequency ,SAR
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         73.75   ,         13.58  ,                       49.2     ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        234.64  ,          0.22  , 358.073
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         40      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        150.8   ,          0.1   ,  74.75
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        201.06  ,          0.1   , 157.58
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        301.59  ,          0.1   , 391.92
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        402.12  ,          0.1   , 678.79
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        150.8   ,          0.22  , 146.94
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        201.06  ,          0.22  , 279
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        251.33  ,          0.22  , 453.06
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        301.59  ,          0.22  , 628.57
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        150.8   ,          0.3   , 122.45
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        201.06  ,          0.3   , 246.94
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                           320400    ,                                    ,                                      5280000 ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        251.33  ,          0.3   , 416.33
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          275000    ,                                       ,       20    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,               534    ,                                ,yes         ,                             ,                   ,                                      ,  1        ,     8000         ,   2400         ,      20    ,      20    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          2.545 ,                       30       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.319 ,3.212                   ,                                    1 ,        301.59  ,          0.3   , 650
https://doi.org/10.1063/1.5006515                  ,                           200000    ,                                    ,                                      1700000 ,          275000    ,                                       ,       12    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                             ,                   ,                               200    ,  1        ,     7238.229474  ,   1809.557368  ,      12    ,      12    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         77      ,         15.701 ,                       67       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.319 ,0                       ,                                    0 ,        184     ,          0.27  , 210
https://doi.org/10.1063/1.5006515                  ,                           200000    ,                                    ,                                      1700000 ,           25000    ,                                       ,       12    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                             ,                   ,                               200    ,  1        ,     7238.229474  ,   1809.557368  ,      12    ,      12    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         77      ,         15.701 ,                       67       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.319 ,0                       ,                                    0 ,        234     ,          0.27  , 340
https://doi.org/10.1063/1.5006515                  ,                           200000    ,                                    ,                                      1700000 ,           25000    ,                                       ,       12    ,Co0.5Fe0.5Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                             ,                   ,                               200    ,  1        ,     7238.229474  ,   1809.557368  ,      12    ,      12    ,           2.753571429 ,1           ,1           ,        227 ,                 0.333333333 ,                         77      ,         15.701 ,                       67       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.319 ,0                       ,                                    0 ,        491     ,          0.27  , 550
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         60      ,          7.36  ,                       40       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        234.64  ,          0.247 , 358.76
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         70      ,        400     ,                       20       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        150.8   ,          0.1   ,  68
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         70      ,        400     ,                       20       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        201.06  ,          0.1   , 134
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         70      ,        400     ,                       20       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        251.33  ,          0.1   , 220
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         70      ,        400     ,                       20       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        301.59  ,          0.1   , 290
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         70      ,        400     ,                       20       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        402.12  ,          0.1   , 428
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         49      ,        300     ,                       15       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        150.84  ,          0.1   , 153.53
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         49      ,        300     ,                       15       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        201.12  ,          0.1   , 276.77
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         49      ,        300     ,                       15       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        251.4   ,          0.1   , 426.26
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         49      ,        300     ,                       15       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        301.68  ,          0.1   , 608.08
http://dx.doi.org/10.1021/acs.chemmater.5b04780    ,                                     ,                                    ,                                              ,          294000    ,                                       ,       27    ,Co0.7Fe0.3Fe2O4          ,                            ,                                                  ,                      ,                                ,            ,                       9.1   ,                   ,                                      ,  1        ,    19683         ,   4374         ,      27    ,      27    ,           2.755       ,1           ,1           ,        227 ,                 0.333333333 ,                         49      ,        300     ,                       15       ,decanoic acid                                       ,cube       ,            0 ,                                 ,                     ,                           ,                  2.289 ,3.212                   ,                                    1 ,        402.24  ,          0.1   , 915.15
